state1,state2,distance
Alaska,Hawaii,3027.5788079227464
Alaska,Idaho,1995.1693094327077
Alaska,Illinois,2985.089888839109
Alaska,Indiana,3081.825823474894
Alaska,Iowa,2740.60491803234
Alaska,Kansas,2797.7372989704377
Alaska,Kentucky,3246.2273763625662
Alaska,Louisiana,3423.4662951995333
Alaska,Maine,3282.6661775511416
Alaska,Maryland,3416.5507662983323
Alaska,Massachusetts,3382.6351589730943
Alaska,Michigan,2860.1456894661437
Alaska,Minnesota,2486.024623978533
Alaska,Mississippi,3394.038860625284
Alaska,Missouri,2982.588290434651
Alaska,Montana,1985.7359145006203
Alaska,Nebraska,2581.687314942871
Alaska,Nevada,2238.4831721567703
Alaska,New Hampshire,3309.2876050304394
Alaska,New Jersey,3415.1656614439744
Alaska,New Mexico,2816.712563249706
Alaska,New York,3233.6852803712154
Alaska,North Carolina,3539.958984356184
Alaska,North Dakota,2237.4216687785347
Alaska,Ohio,3165.365610663085
Alaska,Oklahoma,2993.2459905763994
Alaska,Oregon,1861.858429918222
Alaska,Pennsylvania,3282.5493767914027
Alaska,Rhode Island,3423.1016997237357
Alaska,South Carolina,3589.822809806707
Alaska,South Dakota,2406.7357219409387
Alaska,Tennessee,3311.3201344818026
Alaska,Texas,3184.662400330291
Alaska,Utah,2370.852191889702
Alaska,Vermont,3255.821974006857
Alaska,Virginia,3442.3741527467246
Alaska,Washington,1663.9169677534526
Alaska,West Virginia,3324.6418015658282
Alaska,Wisconsin,2706.157416250119
Alaska,Wyoming,2271.7263880900177
Arizona,Alabama,1433.4601571654339
Arizona,Alaska,2675.275492364122
Arizona,Arizona,0.0
Arizona,Arkansas,1094.7361967228703
Arizona,California,482.45972563080073
Arizona,Colorado,470.3409495435082
Arizona,Connecticut,2166.364244844621
Arizona,Delaware,2021.9438970626848
Arizona,District of Columbia,1940.833547866452
Arizona,Florida,1761.986117505982
Arizona,Georgia,1628.7298801305687
Arizona,Hawaii,2887.9773040173554
Arizona,Idaho,712.7811719146346
Arizona,Illinois,1297.9525614064441
Arizona,Indiana,1449.149023632164
Arizona,Iowa,1122.5398797099297
Arizona,Kansas,794.5310702553741
Arizona,Kentucky,1490.4816611341446
Arizona,Louisiana,1165.188914492914
Arizona,Maine,2351.7863303874014
Arizona,Maryland,1952.6461336112088
Arizona,Massachusetts,2214.3354575497224
Arizona,Michigan,1559.6041693669438
Arizona,Minnesota,1230.8291480569565
Arizona,Mississippi,1271.686938108764
Arizona,Missouri,1105.5670968474853
Arizona,Montana,888.0527606841646
Arizona,Nebraska,818.0405810069661
Arizona,Nevada,444.2022127297277
Arizona,New Hampshire,2229.362037278989
Arizona,New Jersey,2064.4235338334643
Arizona,New Mexico,317.2763526619121
Arizona,New York,2027.4632656753124
Arizona,North Carolina,1826.4539335122581
Arizona,North Dakota,1079.4076833727806
Arizona,Ohio,1635.8334061116232
Arizona,Oklahoma,808.5874804138907
Arizona,Oregon,819.0940085022584
Arizona,Pennsylvania,1900.7922324863957
Arizona,Rhode Island,2226.9995592695986
Arizona,South Carolina,1757.4020967647753
Arizona,South Dakota,929.3472074004937
Arizona,Tennessee,1434.6541137542451
Arizona,Texas,741.8793416735231
Arizona,Utah,346.92496207911705
Arizona,Vermont,2177.0983667433406
Arizona,Virginia,1844.5299757231658
Arizona,Washington,1013.4530139484671
Arizona,West Virginia,1746.2178420235043
Arizona,Wisconsin,1354.6396341318425
Arizona,Wyoming,641.1139907792694
Arkansas,Alabama,354.17048999954363
Arkansas,Alaska,3183.9792437000524
Arkansas,Arizona,1094.7361967228703
Arkansas,Arkansas,0.0
Arkansas,California,1516.503429186347
Arkansas,Colorado,777.669805747722
Arkansas,Connecticut,1164.828467213048
Arkansas,Delaware,977.4370105551982
Arkansas,District of Columbia,896.8283177660111
Arkansas,Florida,728.885189825425
Arkansas,Georgia,540.5742869493779
Arkansas,Hawaii,3982.7111451983073
Arkansas,Idaho,1344.5857218844676
Arkansas,Illinois,397.259156448089
Arkansas,Indiana,483.3131482079856
Arkansas,Iowa,498.6058752100893
Arkansas,Kansas,412.56345505680815
Arkansas,Kentucky,438.38514575823626
Arkansas,Louisiana,264.8519575702034
Arkansas,Maine,1417.7877353518122
Arkansas,Maryland,910.8599635529292
Arkansas,Massachusetts,1223.1686280558083
Arkansas,Michigan,751.6848915505938
Arkansas,Minnesota,791.7307153420936
Arkansas,Mississippi,218.13584380497258
Arkansas,Missouri,238.77549993406038
Arkansas,Montana,1224.648581041883
Arkansas,Nebraska,607.8451221218771
Arkansas,Nevada,1366.0176508367556
Arkansas,New Hampshire,1266.9596676757237
Arkansas,New Jersey,1039.6731677520258
Arkansas,New Mexico,778.8159007182804
Arkansas,New York,1064.6642919522283
Arkansas,North Carolina,739.3594515997598
Arkansas,North Dakota,960.9279020397568
Arkansas,Ohio,646.4300950417969
Arkansas,Oklahoma,289.66375792662865
Arkansas,Oregon,1618.5687604960137
Arkansas,Pennsylvania,898.9017602642227
Arkansas,Rhode Island,1224.0565903248985
Arkansas,South Carolina,662.7008191453411
Arkansas,South Dakota,777.8351225782434
Arkansas,Tennessee,350.2798400057474
Arkansas,Texas,463.3208716941494
Arkansas,Utah,1102.3519630679252
Arkansas,Vermont,1227.4722116852822
Arkansas,Virginia,779.8593606320925
Arkansas,Washington,1682.4846051793088
Arkansas,West Virginia,704.1267747783025
Arkansas,Wisconsin,683.7684746569902
Arkansas,Wyoming,984.8650030318876
California,Alabama,1867.2416008662124
California,Alaska,2299.9053522442355
California,Arizona,482.45972563080073
California,Arkansas,1516.503429186347
California,California,0.0
California,Colorado,768.309708274419
California,Connecticut,2489.6455642948054
California,Delaware,2376.4356850585023
California,District of Columbia,2297.6229406938596
California,Florida,2215.862502177098
California,Georgia,2057.07397233118
California,Hawaii,2501.9299116108964
California,Idaho,556.0466104258181
California,Illinois,1642.1901780501541
California,Indiana,1797.2579850731634
California,Iowa,1420.1045918475872
California,Kansas,1154.4873070640579
California,Kentucky,1870.5165040181348
California,Louisiana,1623.7889090062679
California,Maine,2630.762176664011
California,Maryland,2307.628845346802
California,Massachusetts,2529.911177863115
California,Michigan,1839.3213945932002
California,Minnesota,1436.052543875623
California,Mississippi,1711.5508665538819
California,Missouri,1475.7255524379968
California,Montana,846.7190729343948
California,Nebraska,1092.8386662238713
California,Nevada,213.7854653576086
California,New Hampshire,2528.5289739217196
California,New Jersey,2405.041785283394
California,New Mexico,773.5502320444357
California,New York,2335.951562038262
California,North Carolina,2221.1858316983316
California,North Dakota,1198.6993879185259
California,Ohio,1978.8295412241116
California,Oklahoma,1227.3009685762183
California,Oregon,469.21713079821757
California,Pennsylvania,2235.2160377521445
California,Rhode Island,2548.92654396948
California,South Carolina,2169.958376450186
California,South Dakota,1122.5951329074635
California,Tennessee,1836.1126880934921
California,Texas,1214.042461956615
California,Utah,448.579321531918
California,Vermont,2471.8400328920075
California,Virginia,2218.3730595737525
California,Washington,705.6787199973116
California,West Virginia,2109.1124453949396
California,Wisconsin,1615.9583015563076
California,Wyoming,746.9914553958641
Colorado,Alabama,1131.6137768840006
Colorado,Alaska,2559.799212080206
Colorado,Arizona,470.3409495435082
Colorado,Arkansas,777.669805747722
Colorado,California,768.309708274419
Colorado,Colorado,0.0
Colorado,Connecticut,1732.5226169893365
Colorado,Delaware,1609.8196826221217
Colorado,District of Columbia,1530.503752144247
Colorado,Florida,1502.494979018013
Colorado,Georgia,1312.2847561016536
Colorado,Hawaii,3268.957841258251
Colorado,Idaho,596.4795790618391
Colorado,Illinois,875.4001559211425
Colorado,Indiana,1030.3630308687505
Colorado,Iowa,668.354764847317
Colorado,Kansas,388.63162741782344
Colorado,Kentucky,1103.261017459923
Colorado,Louisiana,941.1884904734623
Colorado,Maine,1897.617807941879
Colorado,Maryland,1540.8076453927283
Colorado,Massachusetts,1776.2235839931418
Colorado,Michigan,1102.024217949025
Colorado,Minnesota,760.9023125248785
Colorado,Mississippi,988.2947571854322
Colorado,Missouri,708.5453215404042
Colorado,Montana,593.1001284191967
Colorado,Nebraska,350.84853852266855
Colorado,Nevada,595.2827500448884
Colorado,New Hampshire,1783.0229282956511
Colorado,New Jersey,1641.6752026928157
Colorado,New Mexico,318.05772783999936
Colorado,New York,1584.8897898276773
Colorado,North Carolina,1455.8687096376989
Colorado,North Dakota,637.073767571907
Colorado,Ohio,1213.558154211477
Colorado,Oklahoma,501.84882844753196
Colorado,Oregon,848.7685997671483
Colorado,Pennsylvania,1473.2026285735094
Colorado,Rhode Island,1792.5465832250818
Colorado,South Carolina,1412.2430723734449
Colorado,South Dakota,465.6316469670749
Colorado,Tennessee,1075.6234109865363
Colorado,Texas,626.1061545851828
Colorado,Utah,329.47702059550573
Colorado,Vermont,1728.5829591439676
Colorado,Virginia,1450.0899488005389
Colorado,Washington,946.7151166974213
Colorado,West Virginia,1341.0642199240995
Colorado,Wisconsin,890.0798490629503
Colorado,Wyoming,295.1054564747658
Connecticut,Alabama,986.1736438834139
Connecticut,Alaska,3391.636927840334
Connecticut,Arizona,2166.364244844621
Connecticut,Arkansas,1164.828467213048
Connecticut,California,2489.6455642948054
Connecticut,Colorado,1732.5226169893365
Connecticut,Connecticut,0.0
Connecticut,Delaware,233.45686859066652
Connecticut,District of Columbia,293.8031670160257
Connecticut,Florida,1049.6769601361127
Connecticut,Georgia,855.1152935596042
Connecticut,Hawaii,4986.890804308371
Connecticut,Idaho,2107.8592742949113
Connecticut,Illinois,868.6871744517441
Connecticut,Indiana,720.3301858755478
Connecticut,Iowa,1069.546399182393
Connecticut,Kansas,1371.8363283897868
Connecticut,Kentucky,727.2275861846044
Connecticut,Louisiana,1293.1791630684208
Connecticut,Maine,312.34402094206865
Connecticut,Maryland,278.1509936268759
Connecticut,Massachusetts,64.64876288368384
Connecticut,Michigan,668.9289243170263
Connecticut,Minnesota,1119.2798491054516
Connecticut,Mississippi,1114.5063493741973
Connecticut,Missouri,1068.5265253329433
Connecticut,Montana,1848.8834115294092
Connecticut,Nebraska,1396.8096427608068
Connecticut,Nevada,2293.7249260756976
Connecticut,New Hampshire,153.625410456243
Connecticut,New Jersey,141.86355697088604
Connecticut,New Mexico,1875.499907357835
Connecticut,New York,170.38057209626803
Connecticut,North Carolina,551.9843872506589
Connecticut,North Dakota,1419.2058924350156
Connecticut,Ohio,534.3079353596571
Connecticut,Oklahoma,1397.9623684994026
Connecticut,Oregon,2403.194064052347
Connecticut,Pennsylvania,269.0687367528387
Connecticut,Rhode Island,60.73487207160629
Connecticut,South Carolina,693.8482205181132
Connecticut,South Dakota,1399.373708923533
Connecticut,Tennessee,835.0991692360808
Connecticut,Texas,1628.1234028258802
Connecticut,Utah,2041.088387982179
Connecticut,Vermont,168.9264884215059
Connecticut,Virginia,432.24183652780937
Connecticut,Washington,2353.4975909398418
Connecticut,West Virginia,465.7264467590392
Connecticut,Wisconsin,895.5119773271296
Connecticut,Wyoming,1773.7931193592296
Delaware,Alabama,765.1844126058937
Delaware,Alaska,3458.89801211404
Delaware,Arizona,2021.9438970626848
Delaware,Arkansas,977.4370105551982
Delaware,California,2376.4356850585023
Delaware,Colorado,1609.8196826221217
Delaware,Connecticut,233.45686859066652
Delaware,Delaware,0.0
Delaware,District of Columbia,81.50394120519272
Delaware,Florida,817.5062268811732
Delaware,Georgia,624.1841139204961
Delaware,Hawaii,4878.309844382776
Delaware,Idaho,2037.2668773333694
Delaware,Illinois,734.4523389721251
Delaware,Indiana,579.4566747236832
Delaware,Iowa,968.8338947140363
Delaware,Kansas,1233.002602405565
Delaware,Kentucky,541.8655645816488
Delaware,Louisiana,1080.3620118501035
Delaware,Maine,544.821255165549
Delaware,Maryland,69.34093155130385
Delaware,Massachusetts,297.7334550422825
Delaware,Michigan,631.253097625279
Delaware,Minnesota,1078.512041235664
Delaware,Mississippi,902.732350568627
Delaware,Missouri,916.4306421067912
Delaware,Montana,1799.5322277564787
Delaware,Nebraska,1291.5254862367499
Delaware,Nevada,2189.392796084717
Delaware,New Hampshire,382.5754308527318
Delaware,New Jersey,94.01667872095942
Delaware,New Mexico,1720.2581217826473
Delaware,New York,273.55358122502446
Delaware,North Carolina,319.0941771086893
Delaware,North Dakota,1380.8532965286222
Delaware,Ohio,398.81188433276606
Delaware,Oklahoma,1230.8949375433472
Delaware,Oregon,2334.192236311603
Delaware,Pennsylvania,178.39298571223117
Delaware,Rhode Island,278.9348373738002
Delaware,South Carolina,460.8165925438963
Delaware,South Dakota,1326.7556265159628
Delaware,Tennessee,633.8999409645194
Delaware,Texas,1438.4837734664243
Delaware,Utah,1929.599786272133
Delaware,Vermont,380.1225702670124
Delaware,Virginia,208.36015401953617
Delaware,Washington,2308.5388520301267
Delaware,West Virginia,277.1943772820776
Delaware,Wisconsin,841.4948316819476
Delaware,Wyoming,1687.6558629241833
District of Columbia,Alabama,693.655918602991
District of Columbia,Alaska,3418.1126379226976
District of Columbia,Arizona,1940.833547866452
District of Columbia,Arkansas,896.8283177660111
District of Columbia,California,2297.6229406938596
District of Columbia,Colorado,1530.503752144247
District of Columbia,Connecticut,293.8031670160257
District of Columbia,Delaware,81.50394120519272
District of Columbia,District of Columbia,0.0
District of Columbia,Florida,774.0719707111491
District of Columbia,Georgia,562.8728918963232
District of Columbia,Hawaii,4799.322318602957
District of Columbia,Idaho,1964.7278341937258
District of Columbia,Illinois,655.4328985250635
District of Columbia,Indiana,500.36533970052517
District of Columbia,Iowa,893.6753018868274
District of Columbia,Kansas,1152.5787295531659
District of Columbia,Kentucky,460.6213122892939
District of Columbia,Louisiana,1005.2095525665494
District of Columbia,Maine,597.8698399291067
District of Columbia,Maryland,15.655615158298714
District of Columbia,Massachusetts,358.24467369293694
District of Columbia,Michigan,573.6918424020437
District of Columbia,Minnesota,1014.8289054048794
District of Columbia,Mississippi,827.0322283800755
District of Columbia,Missouri,835.415342176841
District of Columbia,Montana,1731.3685658928543
District of Columbia,Nebraska,1214.734084729455
District of Columbia,Nevada,2111.697542028036
District of Columbia,New Hampshire,433.7810948587011
District of Columbia,New Jersey,153.12112383228603
District of Columbia,New Mexico,1638.8287279993694
District of Columbia,New York,289.68160459690824
District of Columbia,North Carolina,265.7388864152258
District of Columbia,North Dakota,1316.213953949192
District of Columbia,Ohio,322.63872683319966
District of Columbia,Oklahoma,1149.3979090075595
District of Columbia,Oregon,2261.5908987739763
District of Columbia,Pennsylvania,142.03801622859743
District of Columbia,Rhode Island,345.7136210262497
District of Columbia,South Carolina,406.5097188785211
District of Columbia,South Dakota,1255.2486484629642
District of Columbia,Tennessee,554.8439240897264
District of Columbia,Texas,1358.393682870103
District of Columbia,Utah,1851.238672131925
District of Columbia,Vermont,421.35251756697056
District of Columbia,Virginia,138.5116395117612
District of Columbia,Washington,2240.4311356752487
District of Columbia,West Virginia,195.6904394138613
District of Columbia,Wisconsin,776.6192572689732
District of Columbia,Wyoming,1613.0332518448365
Florida,Alabama,386.7328758336575
Florida,Alaska,3855.474871987318
Florida,Arizona,1761.986117505982
Florida,Arkansas,728.885189825425
Florida,California,2215.862502177098
Florida,Colorado,1502.494979018013
Florida,Connecticut,1049.6769601361127
Florida,Delaware,817.5062268811732
Florida,District of Columbia,774.0719707111491
Florida,Florida,0.0
Florida,Georgia,282.5611786177709
Florida,Hawaii,4621.924269259685
Florida,Idaho,2073.129914785159
Florida,Illinois,875.3587621340305
Florida,Indiana,806.5236302910415
Florida,Iowa,1115.0906749285302
Florida,Kansas,1140.3659413880955
Florida,Kentucky,635.448678594436
Florida,Louisiana,597.1027568919824
Florida,Maine,1361.9249187096566
Florida,Maryland,788.3031481117476
Florida,Massachusetts,1112.9318764310133
Florida,Michigan,1095.9465399806281
Florida,Minnesota,1377.17904446819
Florida,Mississippi,514.2631074374013
Florida,Missouri,883.847718861653
Florida,Montana,1937.805589473495
Florida,Nebraska,1321.0505305431236
Florida,Nevada,2081.5179410842115
Florida,New Hampshire,1200.0783956912665
Florida,New Jersey,911.3823558223794
Florida,New Mexico,1448.3261743802877
Florida,New York,1060.3502304582134
Florida,North Carolina,509.76460075657417
Florida,North Dakota,1619.4909005256877
Florida,Ohio,803.6655748856217
Florida,Oklahoma,1002.478680589804
Florida,Oregon,2347.0027504502523
Florida,Pennsylvania,884.3725342894891
Florida,Rhode Island,1088.4558370137725
Florida,South Carolina,375.60476206965
Florida,South Dakota,1465.6342559238396
Florida,Tennessee,547.7551784809748
Florida,Texas,1029.2687593144515
Florida,Utah,1821.6738800271196
Florida,Vermont,1194.1294765445841
Florida,Virginia,647.1074258564148
Florida,Washington,2408.6825114993453
Florida,West Virginia,697.8685565367346
Florida,Wisconsin,1178.5443127711972
Florida,Wyoming,1711.7661737440794
Georgia,Alabama,197.48790370515675
Georgia,Alaska,3587.490225290467
Georgia,Arizona,1628.7298801305687
Georgia,Arkansas,540.5742869493779
Georgia,California,2057.07397233118
Georgia,Colorado,1312.2847561016536
Georgia,Connecticut,855.1152935596042
Georgia,Delaware,624.1841139204961
Georgia,District of Columbia,562.8728918963232
Georgia,Florida,282.5611786177709
Georgia,Georgia,0.0
Georgia,Hawaii,4514.487407905297
Georgia,Idaho,1857.5868513526757
Georgia,Illinois,602.4689514481712
Georgia,Indiana,524.5111340539353
Georgia,Iowa,852.832499671161
Georgia,Kansas,931.5966187999102
Georgia,Kentucky,353.36843923444843
Georgia,Louisiana,514.4263439533479
Georgia,Maine,1160.460220551038
Georgia,Maryland,578.363347329885
Georgia,Massachusetts,919.7634124540098
Georgia,Michigan,814.326386294909
Georgia,Minnesota,1103.42258406011
Georgia,Mississippi,362.76185164744703
Georgia,Missouri,642.5345155171522
Georgia,Montana,1697.852029501666
Georgia,Nebraska,1089.0258343426638
Georgia,Nevada,1904.4804263843844
Georgia,New Hampshire,996.3360012425203
Georgia,New Jersey,713.2589940218394
Georgia,New Mexico,1311.4920470305576
Georgia,New York,831.8411010483685
Georgia,North Carolina,307.1943293257326
Georgia,North Dakota,1357.2070699743388
Georgia,Ohio,528.3530004791281
Georgia,Oklahoma,829.9486498206137
Georgia,Oregon,2141.022576691049
Georgia,Pennsylvania,648.1703101847597
Georgia,Rhode Island,903.0993806146189
Georgia,South Carolina,171.5976219651862
Georgia,South Dakota,1215.9827015526462
Georgia,Tennessee,277.190959100928
Georgia,Texas,934.886444433416
Georgia,Utah,1639.7518988858137
Georgia,Vermont,979.8781981668734
Georgia,Virginia,425.0641073978259
Georgia,Washington,2182.981662666373
Georgia,West Virginia,442.9474456636449
Georgia,Wisconsin,898.5740870705667
Georgia,Wyoming,1492.1898580865557
Hawaii,Alabama,4317.927115844646
Hawaii,Alaska,3027.5788079227464
Hawaii,Arizona,2887.9773040173554
Hawaii,Arkansas,3982.7111451983073
Hawaii,California,2501.9299116108964
Hawaii,Colorado,3268.957841258251
Hawaii,Connecticut,4986.890804308371
Hawaii,Delaware,4878.309844382776
Hawaii,District of Columbia,4799.322318602957
Hawaii,Florida,4621.924269259685
Hawaii,Georgia,4514.487407905297
Hawaii,Hawaii,0.0
Hawaii,Idaho,2905.8840949746627
Hawaii,Illinois,4143.94131831012
Hawaii,Indiana,4298.999469498504
Hawaii,Iowa,3918.9976374546623
Hawaii,Kansas,3651.19077306228
Hawaii,Kentucky,4365.818344267574
Hawaii,Louisiana,4030.07921126858
Hawaii,Maine,5103.5593173356165
Hawaii,Maryland,4809.446011848094
Hawaii,Massachusetts,5024.233307089131
Hawaii,Michigan,4326.664352714762
Hawaii,Minnesota,3896.952693235179
Hawaii,Mississippi,4154.127275858207
Hawaii,Missouri,3972.3392929792685
Hawaii,Montana,3195.934655841659
Hawaii,Nebraska,3592.0321377669375
Hawaii,Nevada,2693.3972144434697
Hawaii,New Hampshire,5015.356582891513
Hawaii,New Jersey,4906.297104653767
Hawaii,New Mexico,3204.413447952754
Hawaii,New York,4829.045320585428
Hawaii,North Carolina,4710.4884380112
Hawaii,North Dakota,3619.464009677015
Hawaii,Ohio,4480.736358182932
Hawaii,Oklahoma,3695.711700878532
Hawaii,Oregon,2623.9176723674445
Hawaii,Pennsylvania,4736.007638410286
Hawaii,Rhode Island,5045.412089938247
Hawaii,South Carolina,4645.346139238244
Hawaii,South Dakota,3595.614350238081
Hawaii,Tennessee,4319.976591053733
Hawaii,Texas,3595.2598393664543
Hawaii,Utah,2949.5143639219878
Hawaii,Vermont,4956.983800930641
Hawaii,Virginia,4716.884320044706
Hawaii,Washington,2742.5601038219997
Hawaii,West Virginia,4609.8201026905845
Hawaii,Wisconsin,4099.915134295628
Hawaii,Wyoming,3216.699946481766
Idaho,Alabama,1691.49762963289
Idaho,Alaska,1995.1693094327077
Idaho,Arizona,712.7811719146346
Idaho,Arkansas,1344.5857218844676
Idaho,California,556.0466104258181
Idaho,Colorado,596.4795790618391
Idaho,Connecticut,2107.8592742949113
Idaho,Delaware,2037.2668773333694
Idaho,District of Columbia,1964.7278341937258
Idaho,Florida,2073.129914785159
Idaho,Georgia,1857.5868513526757
Idaho,Hawaii,2905.8840949746627
Idaho,Idaho,0.0
Idaho,Illinois,1332.122675762588
Idaho,Indiana,1480.018041016961
Idaho,Iowa,1074.6772435083972
Idaho,Kansas,932.8414268255254
Idaho,Kentucky,1594.3814057956265
Idaho,Louisiana,1532.2516019976356
Idaho,Maine,2199.4561245731898
Idaho,Maryland,1971.8728672909238
Idaho,Massachusetts,2138.22263966258
Idaho,Michigan,1439.107581260649
Idaho,Minnesota,995.5941416992357
Idaho,Mississippi,1561.5097557651634
Idaho,Missouri,1219.4253382429583
Idaho,Montana,304.66759066289325
Idaho,Nebraska,774.9355494000204
Idaho,Nevada,361.87685767310035
Idaho,New Hampshire,2119.5409119825244
Idaho,New Jersey,2046.8727889082252
Idaho,New Mexico,822.1741466465945
Idaho,New York,1943.0223833021528
Idaho,North Carolina,1949.0736386128556
Idaho,North Dakota,713.7727084557965
Idaho,Ohio,1643.1843672999307
Idaho,Oklahoma,1087.975849371049
Idaho,Oregon,296.9262511756588
Idaho,Pennsylvania,1876.1022209501398
Idaho,Rhode Island,2163.7202276799244
Idaho,South Carolina,1932.3224999569393
Idaho,South Dakota,711.306741619699
Idaho,Tennessee,1597.9630212110874
Idaho,Texas,1214.8682051371604
Idaho,Utah,379.8316737990431
Idaho,Vermont,2060.081714831265
Idaho,Virginia,1913.2654953450542
Idaho,Washington,350.6666797523456
Idaho,West Virginia,1793.4046333814624
Idaho,Wisconsin,1212.366734813428
Idaho,Wyoming,365.89632960183394
Illinois,Alabama,517.7850121820012
Illinois,Alaska,2985.089888839109
Illinois,Arizona,1297.9525614064441
Illinois,Arkansas,397.259156448089
Illinois,California,1642.1901780501541
Illinois,Colorado,875.4001559211425
Illinois,Connecticut,868.6871744517441
Illinois,Delaware,734.4523389721251
Illinois,District of Columbia,655.4328985250635
Illinois,Florida,875.3587621340305
Illinois,Georgia,602.4689514481712
Illinois,Hawaii,4143.94131831012
Illinois,Idaho,1332.122675762588
Illinois,Illinois,0.0
Illinois,Indiana,155.0678837315885
Illinois,Iowa,264.75603033847074
Illinois,Kansas,503.66932623124615
Illinois,Kentucky,272.1800584424167
Illinois,Louisiana,638.3014829641045
Illinois,Maine,1076.871126117771
Illinois,Maryland,665.5126638071398
Illinois,Massachusetts,918.113536741961
Illinois,Michigan,354.9409337323866
Illinois,Minnesota,501.8813507633555
Illinois,Mississippi,504.3937614124155
Illinois,Missouri,210.1200965287713
Illinois,Montana,1130.145088626623
Illinois,Nebraska,564.9652509484721
Illinois,Nevada,1457.4135034999938
Illinois,New Hampshire,940.8418588319278
Illinois,New Jersey,768.5482506986588
Illinois,New Mexico,1008.449619118063
Illinois,New York,736.2018863785946
Illinois,North Carolina,619.0214263669591
Illinois,North Dakota,759.9847664738406
Illinois,Ohio,339.27229612801733
Illinois,Oklahoma,547.7210586630059
Illinois,Oregon,1626.9481892424924
Illinois,Pennsylvania,602.9907952394421
Illinois,Rhode Island,929.3808290670106
Illinois,South Carolina,623.3531588483831
Illinois,South Dakota,641.3376179715488
Illinois,Tennessee,327.69834460859585
Illinois,Texas,819.3291853180168
Illinois,Utah,1196.0437220007286
Illinois,Vermont,892.7179526355442
Illinois,Virginia,584.4530047307583
Illinois,Washington,1632.2215296268635
Illinois,West Virginia,469.1316441192121
Illinois,Wisconsin,318.9209225017224
Illinois,Wyoming,971.4844560891207
Indiana,Alabama,491.5170443770248
Indiana,Alaska,3081.825823474894
Indiana,Arizona,1449.149023632164
Indiana,Arkansas,483.3131482079856
Indiana,California,1797.2579850731634
Indiana,Colorado,1030.3630308687505
Indiana,Connecticut,720.3301858755478
Indiana,Delaware,579.4566747236832
Indiana,District of Columbia,500.36533970052517
Indiana,Florida,806.5236302910415
Indiana,Georgia,524.5111340539353
Indiana,Hawaii,4298.999469498504
Indiana,Idaho,1480.018041016961
Indiana,Illinois,155.0678837315885
Indiana,Indiana,0.0
Indiana,Iowa,405.99167485111144
Indiana,Kansas,656.0830251652975
Indiana,Kentucky,171.14323897065964
Indiana,Louisiana,688.1115911777279
Indiana,Maine,944.6880915582118
Indiana,Maryland,510.4720123301228
Indiana,Massachusetts,772.1746256363492
Indiana,Michigan,310.5473502731347
Indiana,Minnesota,598.6834727179605
Indiana,Mississippi,528.3510373125248
Indiana,Missouri,348.3192260506478
Indiana,Montana,1267.6236863061258
Indiana,Nebraska,717.7350329600115
Indiana,Nevada,1612.112858472664
Indiana,New Hampshire,801.6962079069372
Indiana,New Jersey,615.4973250023669
Indiana,New Mexico,1155.2466990778814
Indiana,New York,596.6611002569911
